,Unnamed: 0,Year,tourney_id,tourney_name,Hard,Clay,Carpet,Grass,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,Target
1006,1006,2018,2018-560,US Open,0.0,0.0,0.0,1.0,128,G,20180827,225,104925,Novak Djokovic,1.0,188.0,SRB,31.2,105453,Kei Nishikori,0.0,178.0,JPN,28.6,6-3 6-4 6-2,5,SF,143.0,3.0,2.0,78.0,50.0,40.0,20.0,14.0,2.0,2.0,2.0,2.0,101.0,62.0,37.0,20.0,13.0,13.0,17.0,6.0,4445.0,19.0,1755.0,True
1007,1007,2018,2018-560,US Open,0.0,0.0,0.0,1.0,128,G,20180827,226,104925,Novak Djokovic,1.0,188.0,SRB,31.2,105223,Juan Martin del Potro,0.0,198.0,ARG,29.9,6-3 7-6(4) 6-3,5,F,196.0,1.0,2.0,118.0,74.0,50.0,26.0,17.0,4.0,6.0,6.0,1.0,89.0,57.0,38.0,16.0,14.0,3.0,7.0,6.0,4445.0,3.0,5500.0,True
1008,1008,2018,2018-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20181008,270,104925,Novak Djokovic,1.0,188.0,SRB,31.3,104871,Jeremy Chardy,0.0,188.0,FRA,31.6,6-3 7-5,3,R32,83.0,4.0,2.0,53.0,40.0,34.0,6.0,10.0,0.0,0.0,7.0,3.0,65.0,44.0,31.0,8.0,11.0,2.0,5.0,3.0,6445.0,41.0,1100.0,True
1009,1009,2018,2018-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20181008,286,104925,Novak Djokovic,1.0,188.0,SRB,31.3,106065,Marco Cecchinato,0.0,185.0,ITA,26.0,6-4 6-0,3,R16,69.0,7.0,0.0,42.0,34.0,29.0,5.0,8.0,2.0,2.0,3.0,3.0,63.0,41.0,21.0,10.0,8.0,7.0,11.0,3.0,6445.0,21.0,1768.0,True
1010,1010,2018,2018-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20181008,294,104925,Novak Djokovic,1.0,188.0,SRB,31.3,104731,Kevin Anderson,0.0,203.0,RSA,32.3,7-6(1) 6-3,3,QF,103.0,8.0,1.0,65.0,47.0,40.0,11.0,11.0,1.0,1.0,16.0,4.0,73.0,47.0,36.0,10.0,10.0,1.0,2.0,3.0,6445.0,8.0,3640.0,True
1011,1011,2018,2018-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20181008,298,104925,Novak Djokovic,1.0,188.0,SRB,31.3,100644,Alexander Zverev,0.0,198.0,GER,21.4,6-2 6-1,3,SF,60.0,0.0,1.0,46.0,33.0,26.0,7.0,8.0,0.0,0.0,2.0,3.0,34.0,19.0,10.0,6.0,7.0,2.0,6.0,3.0,6445.0,5.0,4755.0,True
1012,1012,2018,2018-5014,Shanghai Masters,0.0,0.0,0.0,1.0,64,M,20181008,300,104925,Novak Djokovic,1.0,188.0,SRB,31.3,106432,Borna Coric,0.0,188.0,CRO,21.8,6-3 6-4,3,F,96.0,7.0,0.0,52.0,32.0,29.0,14.0,10.0,1.0,1.0,3.0,1.0,72.0,56.0,34.0,9.0,9.0,7.0,9.0,3.0,6445.0,19.0,1815.0,True
1013,1013,2018,2018-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20181029,270,104925,Novak Djokovic,1.0,188.0,SRB,31.4,105311,Joao Sousa,0.0,185.0,POR,29.5,7-5 6-1,3,R32,93.0,6.0,3.0,74.0,42.0,31.0,16.0,10.0,9.0,10.0,4.0,2.0,57.0,35.0,25.0,6.0,9.0,4.0,8.0,2.0,7445.0,48.0,1017.0,True
1014,1014,2018,2018-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20181029,286,104925,Novak Djokovic,1.0,188.0,SRB,31.4,106000,Damir Dzumhur,0.0,172.0,BIH,26.4,6-1 2-1 RET,3,R16,53.0,1.0,0.0,28.0,18.0,13.0,7.0,5.0,0.0,0.0,0.0,4.0,46.0,28.0,15.0,7.0,5.0,5.0,8.0,2.0,7445.0,52.0,940.0,True
1015,1015,2018,2018-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20181029,294,104925,Novak Djokovic,1.0,188.0,SRB,31.4,105227,Marin Cilic,0.0,198.0,CRO,30.0,4-6 6-2 6-3,3,QF,130.0,5.0,5.0,85.0,54.0,37.0,19.0,14.0,3.0,5.0,8.0,0.0,83.0,55.0,38.0,11.0,13.0,9.0,13.0,2.0,7445.0,7.0,4050.0,True
1016,1016,2018,2018-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20181029,298,104925,Novak Djokovic,1.0,188.0,SRB,31.4,103819,Roger Federer,0.0,185.0,SUI,37.2,7-6(6) 5-7 7-6(3),3,SF,182.0,8.0,0.0,113.0,76.0,56.0,28.0,18.0,1.0,2.0,17.0,2.0,139.0,93.0,69.0,25.0,18.0,12.0,12.0,2.0,7445.0,3.0,6260.0,True
1017,1017,2018,2018-0352,Paris Masters,0.0,0.0,0.0,1.0,64,M,20181029,300,111575,Karen Khachanov,1.0,198.0,RUS,22.4,104925,Novak Djokovic,0.0,188.0,SRB,31.4,7-5 6-4,3,F,97.0,9.0,2.0,66.0,50.0,38.0,8.0,11.0,4.0,5.0,5.0,1.0,71.0,43.0,30.0,14.0,11.0,5.0,8.0,18.0,1845.0,2.0,7445.0,False
1018,1018,2018,2018-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20181112,295,104925,Novak Djokovic,1.0,188.0,SRB,31.4,104545,John Isner,0.0,206.0,USA,33.5,6-4 6-3,3,RR,73.0,6.0,1.0,43.0,30.0,26.0,11.0,9.0,0.0,0.0,13.0,2.0,65.0,45.0,30.0,8.0,10.0,6.0,9.0,1.0,8045.0,10.0,3155.0,True
1019,1019,2018,2018-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20181112,296,104925,Novak Djokovic,1.0,188.0,SRB,31.4,105227,Marin Cilic,0.0,198.0,CRO,30.1,7-6(7) 6-2,3,RR,95.0,3.0,0.0,53.0,31.0,28.0,20.0,10.0,0.0,0.0,8.0,2.0,77.0,44.0,35.0,15.0,10.0,6.0,8.0,1.0,8045.0,7.0,4050.0,True
1020,1020,2018,2018-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20181112,297,104925,Novak Djokovic,1.0,188.0,SRB,31.4,100644,Alexander Zverev,0.0,198.0,GER,21.5,6-4 6-1,3,RR,76.0,1.0,3.0,52.0,32.0,24.0,14.0,9.0,2.0,2.0,9.0,2.0,50.0,30.0,20.0,7.0,8.0,2.0,5.0,1.0,8045.0,5.0,5085.0,True
1021,1021,2018,2018-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20181112,299,104925,Novak Djokovic,1.0,188.0,SRB,31.4,104731,Kevin Anderson,0.0,203.0,RSA,32.4,6-2 6-2,3,SF,75.0,6.0,1.0,39.0,27.0,23.0,9.0,8.0,0.0,0.0,4.0,3.0,60.0,33.0,23.0,7.0,8.0,5.0,9.0,1.0,8045.0,6.0,4310.0,True
1022,1022,2018,2018-0605,Tour Finals,0.0,0.0,0.0,1.0,8,F,20181112,300,100644,Alexander Zverev,1.0,198.0,GER,21.5,104925,Novak Djokovic,0.0,188.0,SRB,31.4,6-4 6-3,3,F,80.0,10.0,3.0,46.0,33.0,26.0,7.0,9.0,0.0,1.0,1.0,1.0,57.0,34.0,25.0,8.0,10.0,2.0,6.0,5.0,5085.0,1.0,8045.0,False
1024,1024,2019,2019-0451,Doha,0.0,0.0,0.0,1.0,32,A,20181231,299,105138,Roberto Bautista Agut,1.0,183.0,ESP,30.7,104925,Novak Djokovic,0.0,188.0,SRB,31.6,3-6 7-6(6) 6-4,3,SF,155.0,7.0,0.0,88.0,66.0,52.0,11.0,15.0,2.0,4.0,9.0,3.0,114.0,72.0,48.0,27.0,16.0,6.0,8.0,24.0,1605.0,1.0,9045.0,False
1025,1025,2019,2019-0451,Doha,0.0,0.0,0.0,1.0,32,A,20181231,297,104925,Novak Djokovic,1.0,188.0,SRB,31.6,105932,Nikoloz Basilashvili,0.0,185.0,GEO,26.8,4-6 6-3 6-4,3,QF,116.0,7.0,3.0,86.0,57.0,41.0,15.0,15.0,3.0,6.0,4.0,3.0,82.0,54.0,39.0,12.0,14.0,3.0,7.0,1.0,9045.0,21.0,1795.0,True
1026,1026,2019,2019-0451,Doha,0.0,0.0,0.0,1.0,32,A,20181231,293,104925,Novak Djokovic,1.0,188.0,SRB,31.6,105916,Marton Fucsovics,0.0,188.0,HUN,26.8,4-6 6-4 6-1,3,R16,120.0,5.0,1.0,75.0,53.0,39.0,13.0,14.0,2.0,4.0,6.0,3.0,85.0,53.0,33.0,16.0,13.0,2.0,6.0,1.0,9045.0,36.0,1122.0,True
1027,1027,2019,2019-0451,Doha,0.0,0.0,0.0,1.0,32,A,20181231,285,104925,Novak Djokovic,1.0,188.0,SRB,31.6,106000,Damir Dzumhur,0.0,172.0,BIH,26.6,6-1 6-2,3,R32,55.0,3.0,2.0,42.0,26.0,21.0,11.0,8.0,0.0,0.0,0.0,2.0,48.0,26.0,17.0,5.0,7.0,4.0,8.0,1.0,9045.0,47.0,985.0,True
1028,1028,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,226,104925,Novak Djokovic,1.0,188.0,SRB,31.6,104745,Rafael Nadal,1.0,185.0,ESP,32.6,6-3 6-2 6-3,5,F,124.0,8.0,0.0,69.0,50.0,40.0,16.0,13.0,1.0,1.0,3.0,2.0,73.0,47.0,24.0,16.0,13.0,3.0,8.0,1.0,9135.0,2.0,7480.0,True
1029,1029,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,220,104925,Novak Djokovic,1.0,188.0,SRB,31.6,105453,Kei Nishikori,0.0,178.0,JPN,29.0,6-1 4-1 RET,5,QF,52.0,2.0,1.0,29.0,20.0,17.0,8.0,6.0,0.0,0.0,0.0,3.0,47.0,33.0,16.0,5.0,6.0,0.0,4.0,1.0,9135.0,9.0,3750.0,True
1030,1030,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,212,104925,Novak Djokovic,1.0,188.0,SRB,31.6,106421,Daniil Medvedev,0.0,198.0,RUS,22.9,6-4 6-7(5) 6-2 6-3,5,R16,195.0,6.0,5.0,126.0,84.0,61.0,21.0,20.0,7.0,9.0,18.0,6.0,142.0,93.0,65.0,17.0,19.0,11.0,18.0,1.0,9135.0,19.0,1865.0,True
1031,1031,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,196,104925,Novak Djokovic,1.0,188.0,SRB,31.6,133430,Denis Shapovalov,1.0,185.0,CAN,19.7,6-3 6-4 4-6 6-0,5,R32,142.0,5.0,4.0,90.0,55.0,41.0,22.0,18.0,2.0,5.0,6.0,5.0,108.0,61.0,43.0,15.0,17.0,5.0,13.0,1.0,9135.0,27.0,1440.0,True
1032,1032,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,224,104925,Novak Djokovic,1.0,188.0,SRB,31.6,106298,Lucas Pouille,0.0,185.0,FRA,24.8,6-0 6-2 6-2,5,SF,83.0,6.0,0.0,53.0,38.0,32.0,13.0,11.0,0.0,0.0,4.0,3.0,74.0,40.0,27.0,9.0,11.0,5.0,12.0,1.0,9135.0,31.0,1245.0,True
1033,1033,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,100,104925,Novak Djokovic,1.0,188.0,SRB,31.6,106283,Mitchell Krueger,0.0,188.0,USA,25.0,6-3 6-2 6-2,5,R128,123.0,6.0,2.0,65.0,48.0,41.0,10.0,13.0,1.0,2.0,2.0,2.0,117.0,81.0,46.0,13.0,12.0,14.0,20.0,1.0,9135.0,230.0,216.0,True
1034,1034,2019,2019-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20190114,164,104925,Novak Djokovic,1.0,188.0,SRB,31.6,104542,Jo-Wilfried Tsonga,0.0,188.0,FRA,33.7,6-3 7-5 6-4,5,R64,124.0,12.0,1.0,87.0,61.0,45.0,18.0,16.0,3.0,5.0,10.0,1.0,92.0,50.0,36.0,19.0,15.0,4.0,9.0,1.0,9135.0,177.0,290.0,True
1035,1035,2019,2019-M006,Indian Wells Masters,0.0,0.0,0.0,1.0,128,M,20190304,285,104259,Philipp Kohlschreiber,1.0,178.0,GER,35.3,104925,Novak Djokovic,0.0,188.0,SRB,31.7,6-4 6-4,3,R32,98.0,3.0,1.0,67.0,48.0,33.0,10.0,10.0,4.0,5.0,2.0,3.0,56.0,37.0,25.0,8.0,10.0,1.0,4.0,39.0,1160.0,1.0,10955.0,False
1036,1036,2019,2019-M006,Indian Wells Masters,0.0,0.0,0.0,1.0,128,M,20190304,269,104925,Novak Djokovic,1.0,188.0,SRB,31.7,106216,Bjorn Fratangelo,0.0,183.0,USA,25.6,7-6(5) 6-2,3,R64,89.0,3.0,0.0,61.0,37.0,28.0,17.0,10.0,1.0,2.0,6.0,5.0,69.0,38.0,23.0,14.0,10.0,2.0,5.0,1.0,10955.0,128.0,452.0,True
1037,1037,2019,2019-M007,Miami Masters,0.0,0.0,0.0,1.0,128,M,20190318,293,105138,Roberto Bautista Agut,1.0,183.0,ESP,30.9,104925,Novak Djokovic,0.0,188.0,SRB,31.8,1-6 7-5 6-3,3,R16,149.0,1.0,3.0,94.0,55.0,39.0,15.0,14.0,9.0,13.0,5.0,4.0,87.0,50.0,32.0,18.0,14.0,3.0,7.0,25.0,1510.0,1.0,10990.0,False
1038,1038,2019,2019-M007,Miami Masters,0.0,0.0,0.0,1.0,128,M,20190318,285,104925,Novak Djokovic,1.0,188.0,SRB,31.8,105643,Federico Delbonis,1.0,190.0,ARG,28.4,7-5 4-6 6-1,3,R32,120.0,3.0,3.0,77.0,53.0,41.0,12.0,15.0,1.0,4.0,8.0,5.0,84.0,54.0,36.0,12.0,14.0,7.0,12.0,1.0,10990.0,83.0,676.0,True
1039,1039,2019,2019-M007,Miami Masters,0.0,0.0,0.0,1.0,128,M,20190318,269,104925,Novak Djokovic,1.0,188.0,SRB,31.8,106071,Bernard Tomic,0.0,193.0,AUS,26.4,7-6(2) 6-2,3,R64,73.0,11.0,3.0,58.0,36.0,29.0,14.0,10.0,0.0,1.0,9.0,4.0,64.0,39.0,28.0,10.0,10.0,1.0,4.0,1.0,10990.0,81.0,679.0,True
1040,1040,2019,2019-0410,Monte Carlo Masters,0.0,1.0,0.0,0.0,64,M,20190415,297,106421,Daniil Medvedev,1.0,198.0,RUS,23.1,104925,Novak Djokovic,0.0,188.0,SRB,31.8,6-3 4-6 6-2,3,QF,140.0,3.0,2.0,82.0,40.0,28.0,26.0,13.0,2.0,4.0,4.0,3.0,91.0,49.0,32.0,20.0,14.0,5.0,10.0,14.0,2295.0,1.0,11070.0,False
1041,1041,2019,2019-0410,Monte Carlo Masters,0.0,1.0,0.0,0.0,64,M,20190415,293,104925,Novak Djokovic,1.0,188.0,SRB,31.8,126203,Taylor Fritz,0.0,193.0,USA,21.4,6-3 6-0,3,R16,68.0,3.0,3.0,44.0,23.0,16.0,12.0,7.0,1.0,2.0,2.0,6.0,63.0,31.0,19.0,8.0,8.0,4.0,10.0,1.0,11070.0,65.0,810.0,True
1042,1042,2019,2019-0410,Monte Carlo Masters,0.0,1.0,0.0,0.0,64,M,20190415,285,104925,Novak Djokovic,1.0,188.0,SRB,31.8,104259,Philipp Kohlschreiber,0.0,178.0,GER,35.4,6-3 4-6 6-4,3,R32,156.0,1.0,8.0,118.0,73.0,47.0,22.0,15.0,12.0,16.0,3.0,2.0,89.0,50.0,31.0,18.0,14.0,5.0,10.0,1.0,11070.0,40.0,1090.0,True
1043,1043,2019,2019-M021,Madrid Masters,0.0,1.0,0.0,0.0,64,M,20190506,300,104925,Novak Djokovic,1.0,188.0,SRB,31.9,126774,Stefanos Tsitsipas,0.0,193.0,GRE,20.7,6-3 6-4,3,F,92.0,2.0,0.0,59.0,40.0,31.0,11.0,10.0,0.0,0.0,1.0,1.0,56.0,33.0,20.0,13.0,9.0,3.0,5.0,1.0,11160.0,9.0,3190.0,True
1044,1044,2019,2019-M021,Madrid Masters,0.0,1.0,0.0,0.0,64,M,20190506,299,104925,Novak Djokovic,1.0,188.0,SRB,31.9,106233,Dominic Thiem,0.0,185.0,AUT,25.6,7-6(2) 7-6(4),3,SF,142.0,3.0,1.0,90.0,55.0,41.0,16.0,12.0,7.0,10.0,2.0,2.0,81.0,42.0,27.0,21.0,12.0,0.0,3.0,1.0,11160.0,5.0,5085.0,True
1046,1046,2019,2019-M021,Madrid Masters,0.0,1.0,0.0,0.0,64,M,20190506,293,104925,Novak Djokovic,1.0,188.0,SRB,31.9,104871,Jeremy Chardy,0.0,188.0,FRA,32.2,6-1 7-6(2),3,R16,85.0,4.0,2.0,62.0,42.0,35.0,12.0,10.0,4.0,4.0,3.0,1.0,57.0,39.0,26.0,10.0,9.0,2.0,4.0,1.0,11160.0,47.0,970.0,True
1047,1047,2019,2019-M021,Madrid Masters,0.0,1.0,0.0,0.0,64,M,20190506,285,104925,Novak Djokovic,1.0,188.0,SRB,31.9,126203,Taylor Fritz,0.0,193.0,USA,21.5,6-4 6-2,3,R32,65.0,7.0,2.0,46.0,34.0,29.0,9.0,9.0,1.0,1.0,4.0,1.0,60.0,38.0,24.0,11.0,9.0,0.0,3.0,1.0,11160.0,57.0,900.0,True
1048,1048,2019,2019-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20190513,300,104745,Rafael Nadal,0.0,185.0,ESP,32.9,104925,Novak Djokovic,0.0,188.0,SRB,31.9,6-0 4-6 6-1,3,F,145.0,0.0,0.0,66.0,48.0,35.0,11.0,11.0,1.0,2.0,7.0,1.0,96.0,72.0,43.0,7.0,12.0,11.0,17.0,2.0,7945.0,1.0,12115.0,False
1049,1049,2019,2019-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20190513,299,104925,Novak Djokovic,1.0,188.0,SRB,31.9,106043,Diego Schwartzman,0.0,170.0,ARG,26.7,6-3 6-7(2) 6-3,3,SF,151.0,2.0,1.0,99.0,65.0,45.0,21.0,16.0,2.0,4.0,0.0,2.0,80.0,50.0,33.0,19.0,14.0,1.0,5.0,1.0,12115.0,24.0,1440.0,True
1050,1050,2019,2019-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20190513,297,104925,Novak Djokovic,1.0,188.0,SRB,31.9,105223,Juan Martin del Potro,0.0,198.0,ARG,30.6,4-6 7-6(6) 6-4,3,QF,181.0,6.0,3.0,99.0,67.0,45.0,23.0,16.0,5.0,7.0,12.0,1.0,114.0,77.0,55.0,18.0,16.0,9.0,11.0,1.0,12115.0,9.0,3145.0,True
1051,1051,2019,2019-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20190513,293,104925,Novak Djokovic,1.0,188.0,SRB,31.9,104259,Philipp Kohlschreiber,0.0,178.0,GER,35.5,6-3 6-0,3,R16,62.0,2.0,3.0,54.0,33.0,25.0,13.0,8.0,3.0,3.0,2.0,0.0,38.0,23.0,11.0,7.0,7.0,0.0,4.0,1.0,12115.0,56.0,895.0,True
1052,1052,2019,2019-M009,Rome Masters,0.0,1.0,0.0,0.0,64,M,20190513,285,104925,Novak Djokovic,1.0,188.0,SRB,31.9,133430,Denis Shapovalov,1.0,185.0,CAN,20.0,6-1 6-3,3,R32,66.0,1.0,0.0,40.0,32.0,28.0,4.0,8.0,0.0,0.0,2.0,3.0,61.0,32.0,18.0,12.0,8.0,9.0,13.0,1.0,12115.0,22.0,1470.0,True
1053,1053,2019,2019-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20190527,1101,104925,Novak Djokovic,1.0,188.0,SRB,32.0,128034,Hubert Hurkacz,0.0,196.0,POL,22.2,6-4 6-2 6-2,5,R128,96.0,6.0,1.0,63.0,44.0,36.0,14.0,13.0,1.0,2.0,8.0,2.0,74.0,44.0,26.0,12.0,13.0,3.0,9.0,1.0,12355.0,44.0,1040.0,True
1054,1054,2019,2019-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20190527,1201,104925,Novak Djokovic,1.0,188.0,SRB,32.0,105967,Henri Laaksonen,0.0,185.0,SUI,27.1,6-1 6-4 6-3,5,R64,93.0,4.0,2.0,66.0,44.0,36.0,12.0,13.0,0.0,1.0,6.0,1.0,82.0,50.0,32.0,13.0,13.0,4.0,10.0,1.0,12355.0,104.0,548.0,True
1055,1055,2019,2019-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20190527,1301,104925,Novak Djokovic,1.0,188.0,SRB,32.0,106099,Salvatore Caruso,0.0,185.0,ITA,26.4,6-3 6-3 6-2,5,R32,124.0,8.0,0.0,75.0,52.0,44.0,12.0,13.0,5.0,5.0,0.0,2.0,81.0,56.0,32.0,11.0,13.0,6.0,11.0,1.0,12355.0,147.0,388.0,True
1056,1056,2019,2019-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20190527,1401,104925,Novak Djokovic,1.0,188.0,SRB,32.0,105526,Jan Lennard Struff,0.0,193.0,GER,29.0,6-3 6-2 6-2,5,R16,93.0,6.0,3.0,69.0,43.0,37.0,18.0,13.0,1.0,1.0,4.0,3.0,70.0,36.0,26.0,14.0,12.0,2.0,7.0,1.0,12355.0,45.0,1035.0,True
1057,1057,2019,2019-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20190527,1501,104925,Novak Djokovic,1.0,188.0,SRB,32.0,100644,Alexander Zverev,0.0,198.0,GER,22.0,7-5 6-2 6-2,5,QF,129.0,1.0,4.0,86.0,55.0,44.0,16.0,14.0,7.0,8.0,10.0,8.0,84.0,58.0,38.0,9.0,14.0,5.0,11.0,1.0,12355.0,5.0,4360.0,True
1058,1058,2019,2019-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20190527,1601,106233,Dominic Thiem,1.0,185.0,AUT,25.7,104925,Novak Djokovic,0.0,188.0,SRB,32.0,6-2 3-6 7-5 5-7 7-5,5,SF,253.0,4.0,4.0,149.0,103.0,67.0,27.0,27.0,5.0,12.0,6.0,4.0,177.0,133.0,83.0,21.0,26.0,13.0,22.0,4.0,4685.0,1.0,12355.0,False
1059,1059,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,100,104925,Novak Djokovic,1.0,188.0,SRB,32.1,104259,Philipp Kohlschreiber,0.0,178.0,GER,35.7,6-3 7-5 6-3,5,R128,123.0,12.0,3.0,76.0,50.0,42.0,15.0,15.0,3.0,5.0,9.0,3.0,100.0,52.0,32.0,23.0,15.0,8.0,14.0,1.0,12415.0,57.0,885.0,True
1060,1060,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,164,104925,Novak Djokovic,1.0,188.0,SRB,32.1,106045,Denis Kudla,0.0,180.0,USA,26.8,6-3 6-2 6-2,5,R64,93.0,13.0,2.0,73.0,49.0,39.0,13.0,13.0,3.0,5.0,3.0,4.0,76.0,51.0,28.0,7.0,12.0,6.0,13.0,1.0,12415.0,111.0,520.0,True
1061,1061,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,196,104925,Novak Djokovic,1.0,188.0,SRB,32.1,128034,Hubert Hurkacz,0.0,196.0,POL,22.3,7-5 6-7(5) 6-1 6-4,5,R32,180.0,9.0,8.0,132.0,87.0,71.0,23.0,21.0,3.0,3.0,13.0,7.0,135.0,82.0,56.0,28.0,21.0,13.0,17.0,1.0,12415.0,48.0,959.0,True
1062,1062,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,212,104925,Novak Djokovic,1.0,188.0,SRB,32.1,200005,Ugo Humbert,1.0,188.0,FRA,21.0,6-3 6-2 6-3,5,R16,102.0,3.0,1.0,66.0,46.0,36.0,16.0,13.0,0.0,0.0,6.0,2.0,85.0,51.0,33.0,13.0,13.0,4.0,9.0,1.0,12415.0,66.0,822.0,True
1063,1063,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,220,104925,Novak Djokovic,1.0,188.0,SRB,32.1,105676,David Goffin,0.0,180.0,BEL,28.5,6-4 6-0 6-2,5,QF,117.0,3.0,3.0,83.0,49.0,37.0,17.0,12.0,5.0,6.0,4.0,5.0,76.0,34.0,21.0,16.0,12.0,3.0,10.0,1.0,12415.0,23.0,1510.0,True
1064,1064,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,224,104925,Novak Djokovic,1.0,188.0,SRB,32.1,105138,Roberto Bautista Agut,0.0,183.0,ESP,31.2,6-2 4-6 6-3 6-2,5,SF,169.0,9.0,3.0,115.0,74.0,57.0,21.0,18.0,4.0,5.0,5.0,2.0,106.0,71.0,48.0,17.0,17.0,3.0,8.0,1.0,12415.0,22.0,1600.0,True
1065,1065,2019,2019-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20190701,226,104925,Novak Djokovic,1.0,188.0,SRB,32.1,103819,Roger Federer,0.0,185.0,SUI,37.8,7-6(5) 1-6 7-6(4) 4-6 13-12,5,F,297.0,10.0,9.0,219.0,136.0,101.0,39.0,34.0,6.0,13.0,25.0,6.0,203.0,127.0,100.0,39.0,34.0,5.0,8.0,1.0,12415.0,3.0,6620.0,True
1066,1066,2019,2019-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20190812,299,106421,Daniil Medvedev,1.0,198.0,RUS,23.4,104925,Novak Djokovic,0.0,188.0,SRB,32.2,3-6 6-3 6-3,3,SF,102.0,16.0,4.0,81.0,55.0,43.0,11.0,13.0,1.0,2.0,6.0,1.0,69.0,50.0,36.0,12.0,14.0,0.0,3.0,8.0,3230.0,1.0,12325.0,False
1067,1067,2019,2019-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20190812,297,104925,Novak Djokovic,1.0,188.0,SRB,32.2,106298,Lucas Pouille,0.0,185.0,FRA,25.4,7-6(2) 6-1,3,QF,86.0,5.0,6.0,63.0,45.0,40.0,7.0,10.0,3.0,3.0,2.0,5.0,62.0,37.0,24.0,12.0,9.0,2.0,4.0,1.0,12325.0,31.0,1340.0,True
1068,1068,2019,2019-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20190812,293,104925,Novak Djokovic,1.0,188.0,SRB,32.2,105807,Pablo Carreno Busta,0.0,188.0,ESP,28.0,6-3 6-4,3,R16,90.0,8.0,0.0,62.0,44.0,36.0,9.0,10.0,4.0,4.0,0.0,2.0,62.0,42.0,26.0,11.0,9.0,4.0,6.0,1.0,12325.0,53.0,962.0,True
1069,1069,2019,2019-M024,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20190812,285,104925,Novak Djokovic,1.0,188.0,SRB,32.2,105023,Sam Querrey,0.0,198.0,USA,31.8,7-5 6-1,3,R32,78.0,15.0,5.0,63.0,37.0,31.0,13.0,10.0,4.0,5.0,9.0,4.0,64.0,30.0,19.0,15.0,9.0,3.0,7.0,1.0,12325.0,45.0,1035.0,True
1070,1070,2019,2019-560,US Open,0.0,0.0,0.0,1.0,128,G,20190826,100,104925,Novak Djokovic,1.0,188.0,SRB,32.2,106148,Roberto Carballes Baena,0.0,183.0,ESP,26.4,6-4 6-1 6-4,5,R128,112.0,4.0,3.0,73.0,44.0,37.0,19.0,14.0,0.0,0.0,5.0,5.0,91.0,53.0,32.0,21.0,13.0,7.0,11.0,1.0,11685.0,76.0,787.0,True
