date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_seed,loser_entry,speed,outcome,winner_entry
11/21/19,Davis Cup Finals,D,3,H,TRUE,RR,Novak Djokovic,,Serbia,SRB,2,2,2360,Benoit Paire,France,FRA,24,-2,1940,6-3 6-3,,,,,
11/20/19,Davis Cup Finals,D,3,H,TRUE,RR,Novak Djokovic,,Serbia,SRB,2,1,2359,Yoshihito Nishioka,Japan,JPN,73,-2,1937,6-1 6-2,,,,,
11/11/19,Tour Finals,F,3,H,TRUE,RR,Roger Federer,3,Switzerland,SUI,3,12,2334,Novak Djokovic,Serbia,SRB,2,-12,2371,6-4 6-3,2,,98,,
11/11/19,Tour Finals,F,3,H,TRUE,RR,Dominic Thiem,5,Austria,AUT,5,16,2201,Novak Djokovic,Serbia,SRB,2,-17,2388,6-7(5) 6-3 7-6(5),2,,98,,
11/11/19,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,2,Serbia,SRB,2,4,2384,Matteo Berrettini,Italy,ITA,8,-4,2101,6-2 6-1,8,,98,,
10/28/19,Paris Masters,M,3,H,TRUE,F,Novak Djokovic,1,Serbia,SRB,1,3,2381,Denis Shapovalov,Canada,CAN,28,-4,2057,6-3 6-4,,,89,,
10/28/19,Paris Masters,M,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2378,Grigor Dimitrov,Bulgaria,BUL,27,-3,2043,7-6(5) 6-4,,,89,,
10/28/19,Paris Masters,M,3,H,TRUE,QF,Novak Djokovic,1,Serbia,SRB,1,4,2374,Stefanos Tsitsipas,Greece,GRE,7,-5,2125,6-1 6-2,7,,89,,
10/28/19,Paris Masters,M,3,H,TRUE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2373,Kyle Edmund,United Kingdom,GBR,75,-2,1937,7-6(7) 6-1,,,89,,
10/28/19,Paris Masters,M,3,H,TRUE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2372,Corentin Moutet,France,FRA,97,-1,1763,7-6(2) 6-4,,LL,89,,
10/7/19,Shanghai Masters,M,3,H,FALSE,QF,Stefanos Tsitsipas,6,Greece,GRE,7,18,2090,Novak Djokovic,Serbia,SRB,1,-18,2390,3-6 7-5 6-3,1,,88,,
10/7/19,Shanghai Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,3,2387,John Isner,United States,USA,17,-2,2051,7-5 6-3,16,,88,,
10/7/19,Shanghai Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2385,Denis Shapovalov,Canada,CAN,36,-2,1990,6-3 6-3,,,88,,
9/30/19,Tokyo,A,3,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,1,2384,John Millman,Australia,AUS,80,-2,1914,6-3 6-2,,Q,81,,
9/30/19,Tokyo,A,3,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2381,David Goffin,Belgium,BEL,15,-4,2115,6-3 6-4,3,,81,,
9/30/19,Tokyo,A,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2379,Lucas Pouille,France,FRA,24,-2,1984,6-1 6-2,5,,81,,
9/30/19,Tokyo,A,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2378,Go Soeda,Japan,JPN,133,-1,1729,6-3 7-5,,WC,81,,
9/30/19,Tokyo,A,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,,2378,Alexei Popyrin,Australia,AUS,94,-1,1830,6-4 6-2,,Q,81,,
8/26/19,US Open,G,5,H,FALSE,R16,Stan Wawrinka,23,Switzerland,SUI,24,22,2087,Novak Djokovic,Serbia,SRB,1,-22,2400,6-4 7-5 2-1 RET,1,,61,RET,
8/26/19,US Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2399,Denis Kudla,United States,USA,111,-1,1815,6-3 6-4 6-2,,,61,,
8/26/19,US Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,2,2397,Juan Ignacio Londero,Argentina,ARG,56,-2,1903,6-4 7-6(3) 6-1,,,61,,
8/26/19,US Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2397,Roberto Carballes Baena,Spain,ESP,76,-1,1834,6-4 6-1 6-4,,,61,,
8/12/19,Cincinnati Masters,M,3,H,FALSE,SF,Daniil Medvedev,9,Russian Federation,RUS,8,18,2150,Novak Djokovic,Serbia,SRB,1,-18,2415,3-6 6-3 6-3,1,,81,,
8/12/19,Cincinnati Masters,M,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2413,Lucas Pouille,France,FRA,31,-2,1979,7-6(2) 6-1,,,81,,
8/12/19,Cincinnati Masters,M,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2412,Pablo Carreno Busta,Spain,ESP,53,-2,1948,6-3 6-4,,Q,81,,
8/12/19,Cincinnati Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2410,Sam Querrey,United States,USA,45,-2,2024,7-5 6-1,,WC,81,,
7/1/19,Wimbledon,G,5,G,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,16,2394,Roger Federer,Switzerland,SUI,3,-16,2394,7-6(5) 1-6 7-6(4) 4-6 13-12,2,,76,,
7/1/19,Wimbledon,G,5,G,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,5,2389,Roberto Bautista Agut,Spain,ESP,22,-6,2123,6-2 4-6 6-3 6-2,23,,76,,
7/1/19,Wimbledon,G,5,G,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,5,2384,David Goffin,Belgium,BEL,23,-4,2105,6-4 6-0 6-2,21,,76,,
7/1/19,Wimbledon,G,5,G,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2383,Ugo Humbert,France,FRA,66,-2,1858,6-3 6-2 6-3,,,76,,
7/1/19,Wimbledon,G,5,G,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2382,Hubert Hurkacz,Poland,POL,48,-2,1915,7-5 6-7(5) 6-1 6-4,,,76,,
7/1/19,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2381,Denis Kudla,United States,USA,111,-1,1815,6-3 6-2 6-2,,,76,,
7/1/19,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,2,2379,Philipp Kohlschreiber,Germany,GER,57,-2,1970,6-3 7-5 6-3,,,76,,
5/27/19,Roland Garros,G,5,C,FALSE,SF,Dominic Thiem,4,Austria,AUT,4,22,2195,Novak Djokovic,Serbia,SRB,1,-22,2401,6-2 3-6 7-5 5-7 7-5,1,,47,,
5/27/19,Roland Garros,G,5,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,6,2395,Alexander Zverev,Germany,GER,5,-5,2146,7-5 6-2 6-2,5,,47,,
5/27/19,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2393,Jan Lennard Struff,Germany,GER,45,-3,2033,6-3 6-2 6-2,,,47,,
5/27/19,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2392,Salvatore Caruso,Italy,ITA,147,-1,1768,6-3 6-3 6-2,,Q,47,,
5/27/19,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2391,Henri Laaksonen,Switzerland,SUI,104,-1,1853,6-1 6-4 6-3,,LL,47,,
5/27/19,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,1,2390,Hubert Hurkacz,Poland,POL,44,-2,1883,6-4 6-2 6-2,,,47,,
5/13/19,Rome Masters,M,3,C,FALSE,F,Rafael Nadal,2,Spain,ESP,2,14,2365,Novak Djokovic,Serbia,SRB,1,-13,2403,6-0 4-6 6-1,1,,47,,
5/13/19,Rome Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,2,2401,Diego Sebastian Schwartzman,Argentina,ARG,24,-3,2009,6-3 6-7(2) 6-3,,,47,,
5/13/19,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,6,2395,Juan Martin Del Potro,Argentina,ARG,9,-6,2238,4-6 7-6(6) 6-4,7,,47,,
5/13/19,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,2,2393,Philipp Kohlschreiber,Germany,GER,56,-2,2008,6-3 6-0,,,47,,
5/13/19,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2391,Denis Shapovalov,Canada,CAN,22,-2,1994,6-1 6-3,,,47,,
5/6/19,Madrid Masters,M,3,C,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,4,2387,Stefanos Tsitsipas,Greece,GRE,9,-5,2138,6-3 6-4,8,,53,,
5/6/19,Madrid Masters,M,3,C,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,6,2381,Dominic Thiem,Austria,AUT,5,-5,2184,7-6(2) 7-6(4),5,,53,,
5/6/19,Madrid Masters,M,3,C,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2379,Marin Cilic,Croatia,CRO,11,-2,2113,W/O,9,,53,W/O,
5/6/19,Madrid Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2378,Jeremy Chardy,France,FRA,47,-1,1921,6-1 7-6(2),,,53,,
5/6/19,Madrid Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2377,Taylor Harry Fritz,United States,USA,57,-1,1919,6-4 6-2,,Q,53,,
4/15/19,Monte Carlo Masters,M,3,C,FALSE,QF,Daniil Medvedev,10,Russian Federation,RUS,14,17,2130,Novak Djokovic,Serbia,SRB,1,-17,2394,6-3 4-6 6-2,1,,25,,
4/15/19,Monte Carlo Masters,M,3,C,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2393,Taylor Harry Fritz,United States,USA,65,-1,1914,6-3 6-0,,,25,,
4/15/19,Monte Carlo Masters,M,3,C,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,2,2391,Philipp Kohlschreiber,Germany,GER,40,-2,1994,6-3 4-6 6-4,,,25,,
3/18/19,Miami Masters,M,3,H,FALSE,R16,Roberto Bautista Agut,22,Spain,ESP,25,18,2104,Novak Djokovic,Serbia,SRB,1,-17,2408,1-6 7-5 6-3,1,,57,,
3/18/19,Miami Masters,M,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2407,Federico Delbonis,Argentina,ARG,83,-1,1843,7-5 4-6 6-1,,,57,,
3/18/19,Miami Masters,M,3,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,1,2406,Bernard Tomic,Australia,AUS,81,-1,1888,7-6(2) 6-2,,,57,,
3/4/19,Indian Wells Masters,M,3,H,FALSE,R32,Philipp Kohlschreiber,,Germany,GER,39,20,1986,Novak Djokovic,Serbia,SRB,1,-18,2424,6-4 6-4,1,,45,,
3/4/19,Indian Wells Masters,M,3,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,,2424,Bjorn Fratangelo,United States,USA,128,-1,1770,7-6(5) 6-2,,Q,45,,
1/14/19,Australian Open,G,5,H,FALSE,F,Novak Djokovic,1,Serbia,SRB,1,16,2408,Rafael Nadal,Spain,ESP,2,-17,2419,6-3 6-2 6-3,2,,83,,
1/14/19,Australian Open,G,5,H,FALSE,SF,Novak Djokovic,1,Serbia,SRB,1,3,2405,Lucas Pouille,France,FRA,31,-3,2010,6-0 6-2 6-2,28,,83,,
1/14/19,Australian Open,G,5,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,7,2398,Kei Nishikori,Japan,JPN,9,-7,2218,6-1 4-1 RET,8,,83,RET,
1/14/19,Australian Open,G,5,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,4,2394,Daniil Medvedev,Russian Federation,RUS,19,-4,2107,6-4 6-7(5) 6-2 6-3,15,,83,,
1/14/19,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,3,2391,Denis Shapovalov,Canada,CAN,27,-3,1975,6-3 6-4 4-6 6-0,25,,83,,
1/14/19,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,1,Serbia,SRB,1,3,2388,Jo Wilfried Tsonga,France,FRA,177,-3,2068,6-3 7-5 6-4,,WC,83,,
1/14/19,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,1,Serbia,SRB,1,,2388,Mitchell Krueger,United States,USA,230,-2,1672,6-3 6-2 6-2,,Q,83,,
12/31/18,Doha,B,3,H,FALSE,SF,Roberto Bautista Agut,7,Spain,ESP,24,17,2057,Novak Djokovic,Serbia,SRB,1,-16,2404,3-6 7-6(6) 6-4,1,,74,,
12/31/18,Doha,B,3,H,FALSE,QF,Novak Djokovic,1,Serbia,SRB,1,2,2402,Nikoloz Basilashvili,Georgia,GEO,21,-2,1992,4-6 6-3 6-4,5,,74,,
12/31/18,Doha,B,3,H,FALSE,R16,Novak Djokovic,1,Serbia,SRB,1,1,2401,Marton Fucsovics,Hungary,HUN,36,-1,1926,4-6 6-4 6-1,,,74,,
12/31/18,Doha,B,3,H,FALSE,R32,Novak Djokovic,1,Serbia,SRB,1,1,2400,Damir Dzumhur,Bosnia and Herzegovina,BIH,47,-1,1896,6-1 6-2,,,74,,
11/12/18,Tour Finals,F,3,H,TRUE,F,Alexander Zverev,3,Germany,GER,5,21,2190,Novak Djokovic,Serbia,SRB,1,-20,2421,6-4 6-3,1,,81,,
11/12/18,Tour Finals,F,3,H,TRUE,SF,Novak Djokovic,1,Serbia,SRB,1,4,2417,Kevin Anderson,South Africa,RSA,6,-5,2175,6-2 6-2,4,,81,,
11/12/18,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,5,2412,Alexander Zverev,Germany,GER,5,-5,2177,6-4 6-1,3,,81,,
11/12/18,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,4,2408,Marin Cilic,Croatia,CRO,7,-5,2152,7-6(7) 6-2,5,,81,,
11/12/18,Tour Finals,F,3,H,TRUE,RR,Novak Djokovic,1,Serbia,SRB,1,3,2405,John Isner,United States,USA,10,-2,2057,6-4 6-3,8,,81,,
10/29/18,Paris Masters,M,3,H,TRUE,F,Karen Khachanov,,Russian Federation,RUS,18,22,2115,Novak Djokovic,Serbia,SRB,2,-21,2426,7-5 6-4,2,,75,,
10/29/18,Paris Masters,M,3,H,TRUE,SF,Novak Djokovic,2,Serbia,SRB,2,10,2416,Roger Federer,Switzerland,SUI,3,-10,2392,7-6(6) 5-7 7-6(3),3,,75,,
10/29/18,Paris Masters,M,3,H,TRUE,QF,Novak Djokovic,2,Serbia,SRB,2,4,2412,Marin Cilic,Croatia,CRO,7,-4,2158,4-6 6-2 6-3,5,,75,,
10/29/18,Paris Masters,M,3,H,TRUE,R16,Novak Djokovic,2,Serbia,SRB,2,1,2411,Damir Dzumhur,Bosnia and Herzegovina,BIH,52,-2,1898,6-1 2-1 RET,,,75,RET,
10/29/18,Paris Masters,M,3,H,TRUE,R32,Novak Djokovic,2,Serbia,SRB,2,1,2410,Joao Sousa,Portugal,POR,48,-1,1888,7-5 6-1,,Q,75,,
10/8/18,Shanghai Masters,M,3,H,FALSE,F,Novak Djokovic,2,Serbia,SRB,3,3,2407,Borna Coric,Croatia,CRO,19,-3,2097,6-3 6-4,13,,84,,
10/8/18,Shanghai Masters,M,3,H,FALSE,SF,Novak Djokovic,2,Serbia,SRB,3,5,2402,Alexander Zverev,Germany,GER,5,-5,2173,6-2 6-1,4,,84,,
10/8/18,Shanghai Masters,M,3,H,FALSE,QF,Novak Djokovic,2,Serbia,SRB,3,4,2398,Kevin Anderson,South Africa,RSA,8,-4,2132,7-6(1) 6-3,7,,84,,
10/8/18,Shanghai Masters,M,3,H,FALSE,R16,Novak Djokovic,2,Serbia,SRB,3,1,2397,Marco Cecchinato,Italy,ITA,21,-1,1926,6-4 6-0,16,,84,,
10/8/18,Shanghai Masters,M,3,H,FALSE,R32,Novak Djokovic,2,Serbia,SRB,3,1,2396,Jeremy Chardy,France,FRA,41,-2,1942,6-3 7-5,,,84,,
8/27/18,US Open,G,5,H,FALSE,F,Novak Djokovic,6,Serbia,SRB,6,12,2384,Juan Martin Del Potro,Argentina,ARG,3,-12,2298,6-3 7-6(4) 6-3,3,,61,,
8/27/18,US Open,G,5,H,FALSE,SF,Novak Djokovic,6,Serbia,SRB,6,8,2376,Kei Nishikori,Japan,JPN,19,-8,2193,6-3 6-4 6-2,21,,61,,
8/27/18,US Open,G,5,H,FALSE,QF,Novak Djokovic,6,Serbia,SRB,6,2,2374,John Millman,Australia,AUS,55,-2,1956,6-3 6-4 6-4,,,61,,
8/27/18,US Open,G,5,H,FALSE,R16,Novak Djokovic,6,Serbia,SRB,6,1,2373,Joao Sousa,Portugal,POR,68,-1,1890,6-3 6-4 6-3,,,61,,
8/27/18,US Open,G,5,H,FALSE,R32,Novak Djokovic,6,Serbia,SRB,6,4,2369,Richard Gasquet,France,FRA,25,-3,2034,6-2 6-3 6-3,26,,61,,
8/27/18,US Open,G,5,H,FALSE,R64,Novak Djokovic,6,Serbia,SRB,6,1,2368,Tennys Sandgren,United States,USA,61,-1,1827,6-1 6-3 6-7(2) 6-2,,,61,,
8/27/18,US Open,G,5,H,FALSE,R128,Novak Djokovic,6,Serbia,SRB,6,1,2367,Marton Fucsovics,Hungary,HUN,41,-1,1888,6-3 3-6 6-4 6-0,,,61,,
8/13/18,Cincinnati Masters,M,3,H,FALSE,F,Novak Djokovic,10,Serbia,SRB,10,14,2353,Roger Federer,Switzerland,SUI,2,-14,2416,6-4 6-4,2,,72,,
8/13/18,Cincinnati Masters,M,3,H,FALSE,SF,Novak Djokovic,10,Serbia,SRB,10,7,2346,Marin Cilic,Croatia,CRO,7,-6,2200,6-4 3-6 6-3,7,,72,,
8/13/18,Cincinnati Masters,M,3,H,FALSE,QF,Novak Djokovic,10,Serbia,SRB,10,5,2341,Milos Raonic,Canada,CAN,29,-5,2148,7-5 4-6 6-3,,,72,,
8/13/18,Cincinnati Masters,M,3,H,FALSE,R16,Novak Djokovic,10,Serbia,SRB,10,5,2336,Grigor Dimitrov,Bulgaria,BUL,5,-4,2123,2-6 6-3 6-4,5,,72,,
8/13/18,Cincinnati Masters,M,3,H,FALSE,R32,Novak Djokovic,10,Serbia,SRB,10,2,2334,Adrian Mannarino,France,FRA,28,-3,1947,4-6 6-2 6-1,,,72,,
8/13/18,Cincinnati Masters,M,3,H,FALSE,R64,Novak Djokovic,10,Serbia,SRB,10,2,2332,Steve Johnson,United States,USA,33,-2,1958,6-4 7-6(4),,,72,,
8/6/18,Canada Masters,M,3,H,FALSE,R16,Stefanos Tsitsipas,,Greece,GRE,27,19,1984,Novak Djokovic,Serbia,SRB,10,-18,2350,6-3 6-7(5) 6-3,9,,76,,
8/6/18,Canada Masters,M,3,H,FALSE,R32,Novak Djokovic,9,Serbia,SRB,10,1,2349,Peter Polansky,Canada,CAN,121,-1,1718,6-3 6-4,,WC,76,,
8/6/18,Canada Masters,M,3,H,FALSE,R64,Novak Djokovic,9,Serbia,SRB,10,,2349,Mirza Basic,Bosnia and Herzegovina,BIH,84,-1,1822,6-3 7-6(3),,LL,76,,
7/2/18,Wimbledon,G,5,G,FALSE,F,Novak Djokovic,12,Serbia,SRB,21,8,2341,Kevin Anderson,South Africa,RSA,8,-8,2130,6-2 6-2 7-6(3),8,,82,,
7/2/18,Wimbledon,G,5,G,FALSE,SF,Novak Djokovic,12,Serbia,SRB,21,18,2323,Rafael Nadal,Spain,ESP,1,-18,2424,6-4 3-6 7-6(9) 3-6 10-8,2,,82,,
7/2/18,Wimbledon,G,5,G,FALSE,QF,Novak Djokovic,12,Serbia,SRB,21,9,2314,Kei Nishikori,Japan,JPN,28,-9,2186,6-3 3-6 6-2 6-2,24,,82,,
7/2/18,Wimbledon,G,5,G,FALSE,R16,Novak Djokovic,12,Serbia,SRB,21,4,2310,Karen Khachanov,Russian Federation,RUS,40,-4,2028,6-4 6-2 6-2,,,82,,
7/2/18,Wimbledon,G,5,G,FALSE,R32,Novak Djokovic,12,Serbia,SRB,21,5,2305,Kyle Edmund,United Kingdom,GBR,17,-5,2031,4-6 6-3 6-2 6-4,21,,82,,
7/2/18,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,12,Serbia,SRB,21,2,2303,Horacio Zeballos,Argentina,ARG,126,-2,1868,6-1 6-2 6-3,,,82,,
7/2/18,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,12,Serbia,SRB,21,1,2302,Tennys Sandgren,United States,USA,57,-2,1814,6-3 6-1 6-2,,,82,,
6/18/18,Queen's Club,A,3,G,FALSE,F,Marin Cilic,1,Croatia,CRO,6,15,2182,Novak Djokovic,Serbia,SRB,22,-15,2317,5-7 7-6(4) 6-3,,WC,98,,
6/18/18,Queen's Club,A,3,G,FALSE,SF,Novak Djokovic,,Serbia,SRB,22,3,2314,Jeremy Chardy,France,FRA,61,-3,1974,7-6(5) 6-4,,SE,98,,WC
6/18/18,Queen's Club,A,3,G,FALSE,QF,Novak Djokovic,,Serbia,SRB,22,1,2313,Adrian Mannarino,France,FRA,26,-2,1919,7-5 6-1,,,98,,WC
6/18/18,Queen's Club,A,3,G,FALSE,R16,Novak Djokovic,,Serbia,SRB,22,5,2308,Grigor Dimitrov,Bulgaria,BUL,5,-4,2136,6-4 6-1,2,,98,,WC
6/18/18,Queen's Club,A,3,G,FALSE,R32,Novak Djokovic,,Serbia,SRB,22,1,2307,John Millman,Australia,AUS,63,-2,1885,6-2 6-1,,Q,98,,WC
5/28/18,Roland Garros,G,5,C,FALSE,QF,Marco Cecchinato,,Italy,ITA,72,30,1913,Novak Djokovic,Serbia,SRB,22,-25,2332,6-3 7-6(4) 1-6 7-6(11),20,,45,,
5/28/18,Roland Garros,G,5,C,FALSE,R16,Novak Djokovic,20,Serbia,SRB,22,4,2328,Fernando Verdasco,Spain,ESP,35,-4,1998,6-3 6-4 6-2,30,,45,,
5/28/18,Roland Garros,G,5,C,FALSE,R32,Novak Djokovic,20,Serbia,SRB,22,5,2323,Roberto Bautista Agut,Spain,ESP,13,-5,2074,6-4 6-7(6) 7-6(4) 6-2,13,,45,,
5/28/18,Roland Garros,G,5,C,FALSE,R64,Novak Djokovic,20,Serbia,SRB,22,,2323,Jaume Munar,Spain,ESP,155,-1,1744,7-6(1) 6-4 6-4,,,45,,
5/28/18,Roland Garros,G,5,C,FALSE,R128,Novak Djokovic,20,Serbia,SRB,22,1,2322,Rogerio Dutra Silva,Brazil,BRA,134,-2,1764,6-3 6-4 6-4,,,45,,
5/14/18,Rome Masters,M,3,C,FALSE,SF,Rafael Nadal,1,Spain,ESP,2,10,2368,Novak Djokovic,Serbia,SRB,18,-9,2331,7-6(4) 6-3,11,,51,,
5/14/18,Rome Masters,M,3,C,FALSE,QF,Novak Djokovic,11,Serbia,SRB,18,6,2325,Kei Nishikori,Japan,JPN,24,-6,2186,2-6 6-1 6-3,,,51,,
5/14/18,Rome Masters,M,3,C,FALSE,R16,Novak Djokovic,11,Serbia,SRB,18,2,2323,Albert Ramos,Spain,ESP,41,-2,1917,6-1 7-5,,,51,,
5/14/18,Rome Masters,M,3,C,FALSE,R32,Novak Djokovic,11,Serbia,SRB,18,1,2322,Nikoloz Basilashvili,Georgia,GEO,74,-2,1816,6-4 6-2,,Q,51,,
5/14/18,Rome Masters,M,3,C,FALSE,R64,Novak Djokovic,11,Serbia,SRB,18,2,2320,Alexandr Dolgopolov,Ukraine,UKR,54,-3,1979,6-1 6-3,,,51,,
5/7/18,Madrid Masters,M,3,C,FALSE,R32,Kyle Edmund,,United Kingdom,GBR,22,19,1990,Novak Djokovic,Serbia,SRB,12,-17,2337,6-3 2-6 6-3,10,,65,,
5/7/18,Madrid Masters,M,3,C,FALSE,R64,Novak Djokovic,10,Serbia,SRB,12,5,2332,Kei Nishikori,Japan,JPN,20,-5,2171,7-5 6-4,,,65,,
4/23/18,Barcelona,A,3,C,FALSE,R32,Martin Klizan,,Slovakia,SVK,140,20,1885,Novak Djokovic,Serbia,SRB,12,-16,2348,6-2 1-6 6-3,6,,42,,Q
4/16/18,Monte Carlo Masters,M,3,C,FALSE,R16,Dominic Thiem,5,Austria,AUT,7,17,2097,Novak Djokovic,Serbia,SRB,13,-16,2364,6-7(2) 6-2 6-3,9,,33,,
4/16/18,Monte Carlo Masters,M,3,C,FALSE,R32,Novak Djokovic,9,Serbia,SRB,13,2,2362,Borna Coric,Croatia,CRO,39,-3,2018,7-6(2) 7-5,,,33,,
4/16/18,Monte Carlo Masters,M,3,C,FALSE,R64,Novak Djokovic,9,Serbia,SRB,13,1,2361,Dusan Lajovic,Serbia,SRB,93,-1,1836,6-0 6-1,,Q,33,,
3/19/18,Miami Masters,M,3,H,FALSE,R64,Benoit Paire,,France,FRA,47,21,1910,Novak Djokovic,Serbia,SRB,12,-17,2378,6-3 6-4,9,,51,,
3/5/18,Indian Wells Masters,M,3,H,FALSE,R64,Taro Daniel,,Japan,JPN,109,36,1756,Novak Djokovic,Serbia,SRB,13,-18,2396,7-6(3) 4-6 6-1,10,,55,,Q
1/15/18,Australian Open,G,5,H,FALSE,R16,Hyeon Chung,,"Korea, Republic of",KOR,58,25,1998,Novak Djokovic,Serbia,SRB,14,-23,2420,7-6(4) 7-5 7-6(3),14,,65,,
1/15/18,Australian Open,G,5,H,FALSE,R32,Novak Djokovic,14,Serbia,SRB,14,1,2419,Albert Ramos,Spain,ESP,22,-1,1941,6-2 6-3 6-3,21,,65,,
1/15/18,Australian Open,G,5,H,FALSE,R64,Novak Djokovic,14,Serbia,SRB,14,4,2415,Gael Monfils,France,FRA,39,-4,2113,4-6 6-3 6-1 6-3,,,65,,
1/15/18,Australian Open,G,5,H,FALSE,R128,Novak Djokovic,14,Serbia,SRB,14,1,2414,Donald Young,United States,USA,63,-1,1899,6-1 6-2 6-4,,,65,,
7/3/17,Wimbledon,G,5,G,FALSE,QF,Tomas Berdych,11,Czech Republic,CZE,15,23,2165,Novak Djokovic,Serbia,SRB,4,-22,2443,7-6(2) 2-0 RET,2,,78,RET,
7/3/17,Wimbledon,G,5,G,FALSE,R16,Novak Djokovic,2,Serbia,SRB,4,1,2442,Adrian Mannarino,France,FRA,51,-2,1948,6-2 7-6(5) 6-4,,,78,,
7/3/17,Wimbledon,G,5,G,FALSE,R32,Novak Djokovic,2,Serbia,SRB,4,1,2441,Ernests Gulbis,Latvia,LAT,589,-2,1898,6-4 6-1 7-6(2),,,78,,
7/3/17,Wimbledon,G,5,G,FALSE,R64,Novak Djokovic,2,Serbia,SRB,4,1,2440,Adam Pavlasek,Czech Republic,CZE,136,-1,1788,6-2 6-2 6-1,,,78,,
7/3/17,Wimbledon,G,5,G,FALSE,R128,Novak Djokovic,2,Serbia,SRB,4,1,2439,Martin Klizan,Slovakia,SVK,47,-1,1858,6-3 2-0 RET,,,78,RET,
6/26/17,Eastbourne,B,3,G,FALSE,F,Novak Djokovic,1,Serbia,SRB,4,2,2437,Gael Monfils,France,FRA,16,-3,2124,6-3 6-4,2,,75,,
6/26/17,Eastbourne,B,3,G,FALSE,SF,Novak Djokovic,1,Serbia,SRB,4,1,2436,Daniil Medvedev,Russian Federation,RUS,52,-1,1873,6-4 6-4,,,75,,
